Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Bosnia and Herzegovina,BIH,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13655,2.23958,2.42155,2.66167,2.55772,2.74949,3.59534,3.86047,4.23607,..,..
Botswana,BWA,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.76533,8.68763,8.58708,8.18005,..,..,..,..,7.55815,5.57535,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.93605,12.42725,15.56479,15.8318,..,14.08329,15.36535,15.78587,16.27882,16.84353,17.73297,13.7564,14.05147,14.46407,13.99752,13.86432,13.78937,..,..
British Virgin Islands,VGB,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.96464,..,4.54545,6.53595,11.11111,12.95181,7.74194,..,17.03125,14.96183,13.7224,15.30139,17.55725,23.87097,20.1849,21.42857,11.36364,13.71742,..,..
Brunei Darussalam,BRN,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.78874,8.43143,8.91733,8.70276,8.62315,8.39007,10.47827,10.57711,11.17604,11.08642,11.3185,12.07361,12.4453,..,14.25629,15.29457,16.69942,15.77684,15.30525,14.91003,15.03682,16.2123,..
Bulgaria,BGR,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99715,1.08657,1.1863,1.31984,1.35763,1.38165,1.45139,..,1.41483,1.44561,1.4349,1.40067,1.45233,1.30012,4.43587,5.77049,3.79536,2.60635,2.62528,4.99815,..,..
Burkina Faso,BFA,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.25841,35.95654,37.96671,..,..,..,44.38401,44.4622,44.88027,48.33635,47.77783,48.37085,48.6235,47.99015,50.69065,49.39056,49.21358,48.5941,48.60962,47.97596,50.14879,..
Burundi,BDI,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5833,13.40635,12.97141,12.54774,10.50833,..,13.34499,12.38956,12.69694,10.04369,14.35299,16.189,19.10758,16.33044,14.26615,12.99468,11.48746,..
Cabo Verde,CPV,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,25.12438,22.31015,24.38053,20.70365,22.98803,22.75894,22.65424,18.71867,16.62868,14.75659,13.68898,13.60294,13.32423,..,..
Cambodia,KHM,Percentage of enrolment in upper secondary education in private institutions (%),UIS.PRP.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.30546,..,0.34735,0.1993,..,..,2.97759,4.93066,..,..,..,..,..,..,..,..,..,..,..,..,..
